Sex,Age,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
M,17,3,41,No,9,6,220
M,15,9,45,No,4,9,420
M,17,1,68,No,5,9,450
F,16,4,66,Yes,5,4,480
M,19,4,76,Yes,4,7,610
F,19,1,88,Yes,4,9,590
M,15,2,73,No,4,0,500
M,19,1,57,No,7,2,330
F,16,6,81,No,4,8,650
M,15,3,49,Yes,4,0,260
M,14,7,77,Yes,4,7,690
F,16,5,98,No,9,5,870
F,19,9,83,Yes,8,9,850
F,19,7,56,Yes,9,4,460
F,15,4,98,No,8,5,820
F,18,5,52,Yes,7,4,360
F,18,5,91,Yes,7,8,770
F,17,5,99,No,5,1,850
M,14,9,87,Yes,9,9,850
F,19,3,81,Yes,8,5,620
F,15,6,66,Yes,7,3,540
M,14,8,92,Yes,7,2,890
F,16,9,41,No,9,4,350
F,19,7,73,No,5,1,650
M,14,3,70,Yes,4,2,520
F,16,1,62,No,6,6,370
F,15,4,46,No,5,0,270
M,18,6,77,No,6,1,600
F,14,3,72,Yes,5,2,520
M,17,1,51,Yes,5,9,280
F,15,6,84,No,4,6,720
F,19,1,51,No,7,3,230
F,17,9,58,No,8,7,590
M,14,1,48,No,5,7,200
M,18,6,49,Yes,4,0,380
F,19,1,56,No,6,4,310
F,16,7,89,Yes,9,0,810
M,14,3,79,Yes,9,6,660
F,17,6,78,Yes,7,3,680
M,14,7,80,Yes,9,7,750
F,14,1,49,Yes,5,7,240
F,14,1,51,Yes,6,8,260
M,14,5,54,Yes,5,5,390
M,14,6,70,No,9,6,610
M,14,9,54,Yes,8,6,520
M,19,1,67,No,9,4,380
F,18,4,43,No,8,6,250
M,14,8,75,No,9,8,730
F,18,9,94,No,7,3,930
M,16,3,40,No,6,1,160
F,18,2,97,Yes,8,7,750
M,17,4,83,Yes,4,6,640
M,16,2,96,No,7,5,770
F,17,1,73,No,5,6,440
F,17,3,86,No,9,2,660
M,14,7,56,Yes,6,5,480
M,17,1,78,No,6,9,500
F,14,2,77,Yes,9,6,560
M,16,1,83,Yes,4,6,550
M,16,8,90,No,8,4,830
F,18,5,72,Yes,9,2,580
M,17,8,99,Yes,6,1,930
F,16,3,60,Yes,4,6,380
M,19,7,65,No,4,3,550
M,16,8,85,No,5,1,800
F,14,6,75,No,4,7,640
F,15,7,44,No,7,1,370
F,17,2,72,No,6,5,490
F,17,8,40,No,7,3,330
M,19,5,92,No,4,8,780
M,14,7,45,No,4,4,310
M,18,1,76,Yes,7,3,530
F,19,5,41,No,5,7,250
M,16,1,96,Yes,4,2,690
M,18,8,92,Yes,7,8,890
M,16,4,98,No,7,7,800
M,18,4,98,Yes,6,7,800
M,15,2,44,Yes,5,9,220
F,14,5,65,No,8,4,520
F,18,1,80,Yes,7,0,590
F,16,9,90,No,6,9,880
F,16,5,92,Yes,8,8,810
M,18,6,86,Yes,6,1,790
F,19,2,52,No,6,0,280
F,15,1,51,Yes,9,5,280
M,14,4,44,Yes,5,0,190
M,14,7,41,No,4,9,310
M,16,6,98,No,5,9,870
M,14,1,43,Yes,8,9,170
M,14,1,98,Yes,9,6,750
M,19,8,66,No,5,6,610
M,15,4,89,Yes,4,0,720
F,16,5,92,No,5,9,780
M,14,7,49,No,5,4,360
F,15,8,52,No,5,2,450
M,18,7,83,Yes,7,1,740
M,16,2,41,Yes,7,4,170
M,16,4,65,Yes,5,4,470
F,19,1,54,No,4,1,250
M,15,9,85,Yes,4,5,810
M,18,3,96,No,4,6,740
F,18,3,49,Yes,4,0,300
M,18,9,61,No,9,2,590
F,15,3,79,No,9,3,600
M,19,8,64,Yes,6,1,580
F,15,2,54,No,5,9,280
F,18,3,52,Yes,5,4,330
F,15,2,47,Yes,6,3,300
F,14,1,60,Yes,4,1,310
M,15,2,60,Yes,8,0,360
M,15,8,61,Yes,8,7,560
M,16,9,85,No,6,1,820
F,18,2,72,Yes,8,3,500
M,18,7,84,No,7,9,760
F,14,5,66,Yes,5,4,520
F,14,3,79,No,8,1,600
M,19,9,89,No,9,9,910
F,16,6,61,Yes,9,8,520
M,15,1,69,No,7,1,430
M,18,5,48,Yes,5,5,320
F,18,7,84,Yes,7,6,770
F,15,4,74,Yes,5,5,550
M,14,8,57,No,5,3,520
M,14,5,81,No,8,0,680
F,16,9,44,No,9,1,410
F,18,9,66,No,6,9,630
M,15,9,96,Yes,8,9,990
F,17,1,45,Yes,4,5,170
F,16,2,71,No,7,7,470
M,16,3,47,No,4,2,240
M,18,4,95,Yes,5,6,800
M,16,9,78,No,8,8,790
F,18,6,60,Yes,4,3,490
F,17,1,57,No,4,6,270
M,19,9,53,No,9,6,510
F,14,6,54,No,4,9,410
F,16,4,81,Yes,9,8,670
M,16,4,65,Yes,9,2,480
F,14,3,92,No,5,0,720
F,14,7,83,No,9,7,750
M,18,3,71,No,5,3,480
M,17,2,78,No,9,1,580
F,14,8,67,No,9,4,620
F,18,4,99,No,5,3,830
M,19,8,78,No,4,0,680
F,19,1,82,No,7,6,550
M,17,5,71,Yes,8,3,550
F,17,9,52,Yes,8,7,490
F,16,1,54,Yes,5,8,270
F,18,4,57,Yes,4,7,380
M,16,6,78,No,7,0,660
F,17,8,45,Yes,6,7,370
F,15,3,94,Yes,5,4,720
M,17,5,50,No,6,0,340
M,14,7,71,Yes,8,8,680
F,17,1,79,Yes,8,8,560
M,19,7,59,Yes,7,6,520
F,17,8,72,Yes,7,6,670
F,17,8,79,Yes,6,0,690
F,15,9,47,No,8,8,450
M,17,6,90,No,7,0,760
F,18,6,74,No,7,6,650
F,16,2,44,Yes,8,8,260
M,19,3,74,Yes,8,8,540
M,18,4,86,Yes,4,4,680
F,19,4,53,No,9,5,340
M,19,8,60,Yes,7,1,560
M,18,1,86,Yes,6,1,630
F,16,4,63,Yes,5,9,470
F,15,4,56,Yes,5,8,400
F,19,1,57,No,8,0,310
F,17,3,73,No,9,9,560
M,15,5,51,Yes,6,4,360
F,18,6,55,No,4,6,410
F,14,9,43,No,7,9,430
F,14,9,64,No,4,5,610
F,16,9,73,Yes,6,5,690
M,17,1,67,No,4,5,440
F,17,9,85,No,8,7,820
F,16,8,50,Yes,5,6,480
M,17,2,52,No,8,4,270
M,18,1,70,No,7,9,450
F,16,1,99,No,8,1,750
F,14,6,64,Yes,6,9,540
M,16,9,78,Yes,6,5,760
M,15,7,49,No,7,9,440
F,16,5,63,Yes,7,4,500
M,18,2,40,Yes,5,3,170
M,19,1,92,Yes,4,9,660
M,14,2,64,No,5,4,420
F,19,1,67,No,8,8,420
M,16,3,75,Yes,4,1,560
M,14,6,57,No,7,5,480
F,18,8,45,Yes,6,8,400
F,17,3,41,Yes,8,9,240
F,15,9,42,No,5,4,380
M,14,5,85,Yes,9,5,730
F,17,7,47,Yes,9,9,400
F,18,8,70,Yes,7,3,620
F,14,3,87,Yes,4,4,650
M,15,2,58,No,9,7,370
M,19,2,89,Yes,4,0,680
M,19,5,45,No,6,0,300
M,16,1,53,Yes,7,9,310
M,19,2,42,No,7,3,150
M,19,9,87,Yes,8,9,890
M,14,7,40,Yes,8,2,330
F,17,6,83,No,4,4,720
F,19,9,69,No,9,9,640
M,17,7,85,Yes,9,7,780
M,18,5,58,Yes,5,0,400
M,18,9,93,Yes,4,4,910
M,17,6,58,Yes,9,4,490
F,18,6,48,Yes,8,1,380
F,19,4,46,No,8,4,280
M,16,1,85,No,8,7,620
M,19,5,76,Yes,4,9,620
F,16,9,89,No,7,6,890
M,19,8,80,No,5,1,740
M,16,8,92,Yes,5,5,850
F,14,5,46,No,8,9,330
M,15,9,48,Yes,6,0,410
F,18,3,43,No,4,9,240
M,17,3,64,No,9,9,470
M,14,1,88,No,9,2,650
F,14,9,51,No,7,5,500
M,19,6,45,No,8,8,350
F,18,2,57,Yes,6,0,300
M,14,8,79,No,8,5,760
M,17,9,60,Yes,6,1,550
F,17,9,54,No,5,8,490
M,16,2,42,No,6,1,190
F,16,2,41,No,5,2,150
F,18,7,95,Yes,5,1,860
M,15,4,94,No,4,3,770
F,15,1,80,No,6,3,550
F,18,8,79,Yes,7,9,770
F,19,2,98,Yes,7,0,740
M,15,3,43,Yes,6,7,230
F,17,5,71,No,4,4,560
F,15,3,41,No,7,7,180
M,19,7,85,No,8,5,760
F,17,7,68,No,7,1,570
M,17,2,41,Yes,4,6,130
F,15,7,73,Yes,5,9,640
F,18,6,66,No,5,8,540
M,19,9,99,Yes,5,6,970
F,14,9,93,Yes,4,4,890
M,15,2,78,Yes,5,3,530
M,15,7,83,No,5,7,740
M,19,5,77,Yes,4,5,610
F,15,6,57,No,8,4,410
M,15,1,75,No,7,6,480
M,18,7,58,No,4,2,480
M,18,6,66,Yes,4,8,540
F,17,4,84,Yes,6,3,670
M,19,1,59,Yes,5,3,340
M,17,9,60,Yes,9,7,600
M,14,4,62,No,8,5,460
F,19,2,69,No,9,0,450
F,18,8,64,No,6,1,560
F,17,2,70,Yes,8,8,490
M,17,5,66,Yes,5,5,490
M,19,6,73,Yes,9,6,650
M,18,8,47,No,5,8,390
F,16,1,58,No,5,2,330
F,19,1,80,Yes,7,4,550
F,18,4,65,No,8,4,500
M,17,5,67,No,8,9,520
M,15,9,43,Yes,6,6,430
F,15,7,70,Yes,4,1,580
F,18,7,55,No,5,3,450
M,15,8,90,Yes,5,3,810
F,17,5,49,No,9,7,360
F,15,5,77,Yes,6,9,640
M,17,1,87,No,8,2,570
F,19,9,49,Yes,7,1,460
M,14,6,84,Yes,8,8,760
M,14,9,48,Yes,7,3,430
M,17,3,78,No,7,8,580
F,18,5,75,No,8,5,610
F,16,2,90,Yes,9,0,720
M,15,5,97,No,5,2,820
F,17,8,75,No,7,6,690
F,19,2,58,Yes,9,8,350
M,19,8,99,Yes,6,7,910
F,14,4,58,Yes,6,4,400
F,18,1,51,No,7,7,260
F,16,5,52,Yes,5,1,340
M,17,1,64,No,7,2,350
M,17,7,75,No,6,7,670
F,15,8,64,No,6,8,600
F,17,3,67,Yes,8,9,480
F,15,3,81,Yes,5,7,620
M,16,7,92,No,8,3,840
F,16,4,78,No,9,5,670
M,17,3,69,Yes,9,4,500
F,18,8,44,Yes,9,3,420
F,15,3,56,Yes,4,8,370
F,17,7,57,Yes,9,9,500
M,19,2,82,Yes,7,2,610
M,19,1,86,Yes,8,0,610
M,18,6,60,Yes,9,6,480
M,15,8,61,Yes,5,9,560
M,18,1,78,Yes,9,7,540
M,16,9,89,No,7,2,860
F,17,3,97,Yes,7,2,770
M,16,3,96,Yes,7,5,770
M,19,4,45,No,7,1,250
F,16,1,89,Yes,7,5,670
M,17,9,55,Yes,5,4,510
M,18,3,41,No,4,6,200
F,17,4,90,Yes,6,8,740
F,17,1,40,No,4,8,120
M,15,4,96,No,6,0,780
M,15,1,69,Yes,8,6,480
M,16,5,97,No,7,2,790
M,16,5,82,No,8,3,660
M,16,7,91,No,8,1,820
F,17,8,76,No,6,0,670
F,18,4,87,Yes,5,9,750
M,19,7,62,No,7,2,520
M,15,4,40,No,9,9,250
M,18,3,58,Yes,8,8,390
F,16,6,85,No,4,0,660
F,15,4,42,Yes,7,2,240
F,15,3,41,No,5,4,170
F,18,9,95,Yes,7,2,930
F,14,5,76,No,9,3,620
F,18,7,56,Yes,9,3,470
M,18,6,67,No,8,0,550
F,18,5,57,Yes,4,5,410
F,14,7,72,Yes,8,6,670
M,15,6,54,Yes,5,6,430
M,14,2,61,Yes,6,5,420
F,14,3,80,Yes,9,6,640
F,18,2,66,No,4,2,420
F,19,3,94,No,9,4,770
M,14,1,76,Yes,5,6,520
F,19,8,71,Yes,5,9,620
M,18,6,99,No,9,4,900
F,14,2,84,No,8,9,600
F,17,8,58,Yes,9,1,490
F,15,6,67,No,8,5,540
M,16,7,67,Yes,9,6,610
M,18,1,95,Yes,8,1,670
M,17,7,49,Yes,6,9,420
M,14,3,59,No,7,7,430
F,18,8,64,Yes,7,4,580
F,18,6,60,No,8,7,500
M,19,4,53,No,8,2,340
M,18,8,61,No,6,1,510
F,18,9,92,No,7,6,890
F,16,2,65,Yes,6,4,410
F,15,6,83,Yes,5,4,700
F,19,5,50,No,9,7,350
M,18,5,94,Yes,7,8,790
M,16,3,46,No,8,7,260
F,19,8,56,Yes,4,9,460
F,18,8,57,Yes,5,1,510
F,16,5,46,Yes,9,9,300
M,14,8,95,Yes,4,6,880
M,17,8,59,Yes,6,4,550
F,15,3,77,Yes,9,6,600
F,19,2,50,No,6,2,260
M,19,9,83,Yes,6,3,850
M,16,2,97,Yes,8,6,760
M,17,9,55,Yes,6,1,530
M,18,4,90,No,4,1,700
F,15,2,94,Yes,5,0,640
F,18,1,66,Yes,8,0,410
F,17,4,90,Yes,5,0,730
F,18,9,50,No,6,5,470
M,15,9,55,Yes,7,4,490
F,19,4,62,No,9,9,530
M,17,9,99,No,8,7,950
M,15,6,98,Yes,6,4,870
F,19,1,51,Yes,8,0,260
M,19,6,98,No,7,7,890
M,16,9,79,No,4,5,730
F,19,2,42,Yes,4,7,190
F,18,6,41,Yes,9,1,330
M,17,2,99,No,4,9,750
M,19,4,77,No,7,7,590
F,18,8,87,No,5,5,790
M,15,7,91,No,7,0,820
M,17,9,63,Yes,7,0,580
F,19,7,68,No,6,9,610
F,14,1,86,Yes,4,4,590
M,14,2,85,No,8,6,630
M,14,6,73,No,9,3,600
M,18,7,59,Yes,5,9,550
M,16,3,57,Yes,8,4,380
F,15,9,53,Yes,6,9,490
F,15,7,57,Yes,6,2,480
F,14,6,41,No,5,1,240
M,16,6,40,Yes,8,1,270
M,18,1,59,Yes,5,4,340
M,19,5,73,Yes,5,3,590
F,14,3,80,No,4,1,600
F,17,7,80,No,8,4,750
M,16,3,87,Yes,4,9,670
F,18,5,50,No,4,8,360
F,19,7,66,No,9,7,600
M,17,3,62,Yes,4,8,430
M,14,2,77,No,7,8,520
M,14,6,83,Yes,6,7,730
F,18,8,42,Yes,6,8,360
M,17,4,51,Yes,7,3,370
M,15,9,69,No,5,7,660
M,15,8,70,Yes,8,1,640
M,15,7,62,No,8,8,540
M,19,7,40,No,8,8,310
M,18,3,80,No,4,2,590
F,16,6,59,No,8,5,490
M,15,5,93,Yes,8,6,800
M,16,1,45,Yes,8,2,190
M,15,3,50,No,6,4,270
F,16,1,74,Yes,7,0,510
M,17,4,43,No,9,2,250
F,18,3,68,No,5,7,480
M,15,4,98,Yes,7,2,820
F,19,9,49,No,8,7,470
F,16,3,90,Yes,5,8,700
F,15,6,68,No,5,5,570
F,18,6,77,No,7,6,690
M,18,7,40,No,7,5,320
M,17,9,79,No,7,7,780
F,16,7,47,Yes,9,6,410
M,16,1,96,No,7,9,720
M,15,8,77,No,9,0,710
M,16,5,56,Yes,4,2,440
F,18,9,58,No,6,2,570
F,17,5,72,No,9,2,570
F,18,5,54,No,6,3,410
M,14,2,84,No,8,0,620
F,19,3,70,No,4,1,480
F,17,9,60,No,5,4,590
M,16,7,42,Yes,7,5,340
F,18,1,41,No,8,8,170
M,19,3,74,Yes,5,1,540
M,14,2,80,No,6,8,550
F,15,1,98,Yes,5,6,730
M,17,9,55,Yes,7,8,500
M,15,8,95,Yes,7,3,910
M,15,5,84,Yes,9,6,730
F,14,2,90,No,9,0,700
F,18,1,98,No,6,7,740
M,17,7,89,No,7,6,860
M,18,2,60,Yes,4,6,340
F,19,1,51,Yes,8,1,250
F,18,2,67,Yes,6,9,470
M,19,7,51,Yes,6,8,450
F,18,7,72,Yes,5,7,620
F,15,6,59,Yes,6,0,490
M,15,5,79,Yes,8,0,620
F,17,3,88,No,4,4,650
M,16,3,60,Yes,5,1,400
F,19,9,99,No,8,0,970
M,17,4,91,No,9,9,790
M,16,9,93,Yes,6,7,930
F,19,4,78,Yes,7,3,600
F,18,2,80,Yes,9,1,610
M,18,4,88,Yes,7,4,730
M,14,6,98,No,8,5,890
M,18,6,81,Yes,4,7,710
F,17,5,75,No,7,6,610
M,18,1,61,Yes,8,6,390
M,14,3,65,No,5,0,440
F,15,5,46,No,6,2,320
F,18,6,46,No,4,2,350
F,17,1,47,No,4,6,200
M,16,9,65,No,5,1,620
F,16,3,63,Yes,4,9,420
M,17,3,63,Yes,8,6,430
F,17,2,79,Yes,4,8,560
M,18,8,87,No,4,0,790
M,19,3,51,Yes,4,1,300
M,19,6,86,No,8,5,730
F,18,2,47,No,9,1,250
M,18,7,93,Yes,6,1,840
F,14,4,48,No,7,4,270
F,17,9,42,Yes,9,6,410
F,15,9,93,No,4,3,920
M,14,7,60,Yes,5,5,530
F,19,8,70,No,5,2,630
F,15,3,87,Yes,8,3,670
F,19,5,86,Yes,6,3,740
M,18,2,63,No,4,3,370
M,16,7,43,No,8,0,330
M,19,8,59,No,7,3,580
M,19,9,55,Yes,6,3,550
F,16,7,49,Yes,6,5,400
F,14,8,82,No,8,8,790
M,14,9,65,Yes,9,9,680
F,19,6,68,Yes,5,5,570
F,19,2,44,No,9,5,200
F,19,2,50,Yes,6,6,280
M,17,4,68,Yes,5,6,500
F,19,9,84,Yes,6,0,800
M,14,7,54,No,6,7,440
M,17,2,45,Yes,6,0,190
F,14,8,87,No,7,8,810
M,19,7,54,Yes,5,3,460
F,19,9,82,Yes,7,8,830
M,17,8,59,Yes,5,7,580
M,19,3,73,Yes,7,8,530
F,14,1,99,Yes,7,5,730
M,18,2,99,No,7,8,790
F,15,2,41,Yes,8,3,150
F,17,4,83,Yes,7,2,620
F,18,6,55,Yes,9,2,460
F,15,4,58,Yes,9,7,410
M,15,9,73,No,6,1,680
M,18,4,88,Yes,4,5,720
M,15,6,53,Yes,7,8,430
M,17,6,63,Yes,4,8,510
F,15,1,67,Yes,4,7,380
F,14,8,87,No,6,7,800
F,17,3,71,No,4,0,480
F,19,6,76,Yes,4,6,630
M,16,3,49,Yes,9,0,310
M,15,2,88,Yes,4,8,660
M,15,5,84,Yes,5,2,690
F,15,1,87,Yes,7,0,620
M,14,9,48,No,7,7,490
M,16,7,63,No,4,6,540
M,14,3,75,Yes,6,1,570
M,14,4,95,Yes,5,6,770
M,14,6,68,Yes,6,4,560
F,18,3,99,No,6,6,790
F,18,7,68,Yes,4,9,600
F,14,6,97,Yes,8,6,880
M,19,9,87,No,4,1,830
M,16,5,62,No,9,1,430
F,17,4,66,Yes,8,6,480
F,17,3,70,Yes,5,2,500
F,17,1,82,Yes,8,3,610
M,14,3,46,Yes,4,6,240
M,15,3,88,No,4,1,710
F,17,7,93,No,6,1,810
M,15,7,84,Yes,4,8,760
M,15,1,43,No,9,0,170
F,14,3,53,Yes,4,2,300
F,16,8,81,No,7,9,780
M,17,9,81,Yes,7,3,780
M,14,7,49,Yes,6,4,370
M,14,7,98,No,8,2,860
F,17,8,83,No,8,8,770
M,17,6,73,No,7,4,630
M,17,3,65,No,9,6,460
F,18,1,62,No,5,6,380
F,17,7,48,Yes,9,8,410
M,18,1,76,Yes,7,1,510
M,15,1,47,No,9,2,240
F,14,9,92,Yes,5,3,880
F,19,7,53,Yes,8,7,500
F,15,4,46,Yes,7,0,300
M,19,6,46,Yes,4,8,320
F,14,1,48,No,5,4,180
M,19,7,42,Yes,5,3,290
M,18,6,53,Yes,5,7,410
F,19,4,56,Yes,8,8,370
M,17,7,89,Yes,9,2,850
F,17,3,83,No,6,3,670
M,14,1,61,Yes,4,0,300
F,19,4,85,Yes,7,2,690
F,16,3,65,Yes,9,9,430
F,19,1,97,No,5,4,720
F,17,2,67,No,8,7,470
M,17,5,84,Yes,5,0,690
F,19,8,53,Yes,9,0,480
M,19,1,48,No,7,2,200
M,18,4,90,Yes,4,8,730
M,17,4,65,No,5,8,490
M,15,5,41,Yes,8,0,260
M,16,7,50,Yes,8,3,440
M,18,8,56,No,6,7,490
M,17,6,73,Yes,8,1,610
M,14,1,58,Yes,6,3,280
F,16,7,78,Yes,4,6,740
F,17,3,57,No,7,6,330
M,15,6,52,No,6,4,420
F,18,8,44,Yes,5,6,390
F,19,7,89,Yes,9,5,820
F,14,6,62,Yes,5,1,480
M,19,9,97,Yes,7,8,950
M,15,9,95,No,8,4,920
M,16,1,63,No,9,1,360
M,19,1,68,No,5,5,370
F,16,1,87,Yes,9,9,650
F,17,8,86,Yes,6,4,820
M,15,7,47,No,7,1,370
M,17,3,65,Yes,5,9,450
M,15,2,54,Yes,8,9,340
M,16,4,96,No,9,6,780
F,14,3,40,Yes,8,9,180
M,19,7,67,No,9,1,590
F,14,8,88,Yes,5,6,820
F,18,6,86,Yes,7,5,750
M,17,3,85,Yes,4,3,650
F,18,6,53,Yes,5,3,400
F,17,2,81,Yes,8,5,600
F,14,7,73,No,4,8,670
F,17,7,98,No,7,9,950
M,18,4,70,Yes,8,5,560
M,17,8,45,Yes,7,5,350
M,14,4,88,No,9,0,730
M,17,7,44,No,5,4,370
M,14,4,70,Yes,7,0,530
M,14,5,76,No,8,8,620
M,15,7,54,No,5,9,440
F,14,3,54,No,8,3,360
M,19,5,91,Yes,8,1,760
M,18,3,82,No,4,8,600
M,15,5,44,No,6,5,280
M,19,3,67,No,7,9,480
F,14,7,72,No,7,2,620
M,14,1,50,Yes,4,1,190
M,16,9,82,No,9,5,800
F,18,9,45,No,7,9,460
M,17,5,62,No,4,5,470
M,15,9,79,Yes,7,8,790
F,19,6,41,Yes,7,4,270
F,14,5,54,Yes,8,8,430
F,14,3,62,No,4,4,430
F,14,8,61,No,9,1,560
F,16,4,48,No,7,0,270
M,18,3,86,Yes,9,8,700
M,17,6,79,No,6,9,700
M,17,8,69,No,4,6,610
F,14,9,55,Yes,4,2,530
F,14,6,98,No,4,5,870
F,18,5,85,No,8,9,680
M,19,2,86,Yes,4,3,610
F,15,2,91,Yes,8,8,700
F,15,9,69,Yes,6,1,650
M,15,2,84,Yes,5,3,610
F,14,2,48,Yes,8,0,270
M,15,3,40,No,7,6,220
F,17,3,98,Yes,4,3,810
F,18,4,77,No,5,4,600
M,18,7,47,No,8,0,410
M,17,9,98,Yes,9,1,980
F,14,2,98,Yes,9,3,790
F,18,4,91,No,7,1,770
F,19,9,57,No,5,0,510
F,17,2,66,No,6,9,430
M,17,1,57,Yes,8,0,270
F,17,8,71,No,9,5,690
F,17,9,97,Yes,9,1,980
M,18,7,88,No,8,2,800
M,17,8,71,No,9,4,680
M,19,4,92,No,6,2,760
M,18,4,87,Yes,9,5,720
F,14,2,84,Yes,8,6,640
M,15,8,93,No,4,9,870
M,15,2,75,No,9,5,530
M,17,9,75,No,8,1,710
F,19,4,60,Yes,4,8,400
M,14,1,85,Yes,9,1,580
M,19,4,71,Yes,9,5,550
F,15,3,70,Yes,8,8,500
M,18,6,76,Yes,7,8,640
F,17,7,55,No,7,1,440
F,18,8,85,No,5,8,790
F,17,2,85,No,7,7,650
M,16,6,53,Yes,6,6,370
F,14,6,96,No,5,7,850
F,14,5,63,Yes,7,9,480
M,17,7,64,Yes,4,7,550
F,15,3,85,No,8,0,640
F,14,4,90,No,7,8,740
M,19,9,74,Yes,4,5,670
F,14,4,56,Yes,5,0,380
F,18,3,85,No,8,0,650
M,17,2,81,Yes,7,6,600
F,16,5,84,Yes,5,9,720
F,18,4,93,Yes,7,1,730
F,18,8,43,No,5,5,340
F,14,7,50,Yes,7,4,450
F,17,6,86,Yes,4,4,750
F,15,2,54,Yes,6,9,280
F,18,3,69,Yes,4,5,480
M,16,9,63,Yes,8,7,640
M,18,9,41,Yes,7,4,420
M,14,5,82,Yes,6,7,720
M,19,3,73,No,6,4,520
F,19,2,62,No,8,9,400
M,14,8,70,No,8,5,610
M,17,6,76,Yes,6,7,660
F,18,7,52,No,8,1,430
F,16,1,72,No,8,6,490
F,15,1,46,Yes,7,2,160
M,15,2,71,No,4,8,460
M,15,3,46,Yes,9,9,280
F,18,1,81,Yes,5,6,570
F,16,5,77,Yes,6,2,620
M,14,3,91,No,5,7,760
M,17,1,83,Yes,6,9,560
F,17,8,52,No,6,1,440
M,16,6,63,Yes,4,9,490
F,14,9,67,Yes,6,7,640
M,14,3,71,No,6,6,520
F,18,9,82,Yes,4,4,790
M,19,9,57,No,8,3,520
F,19,1,73,Yes,9,9,520
M,18,3,87,Yes,5,9,710
F,17,6,73,Yes,6,0,590
F,18,8,90,Yes,4,3,900
F,15,4,77,Yes,6,5,580
F,19,5,40,Yes,4,5,250
F,17,9,82,Yes,5,1,780
F,18,6,89,Yes,7,8,770
F,19,7,81,No,8,0,730
M,17,7,70,No,7,3,610
F,19,4,89,No,4,3,710
M,18,4,99,Yes,6,1,820
F,19,4,40,No,8,7,250
F,17,5,90,No,5,1,760
F,19,5,55,Yes,9,1,390
M,14,8,97,No,8,1,910
F,17,9,78,Yes,6,0,730
F,14,2,54,No,7,4,340
M,16,7,72,No,4,3,640
M,19,1,62,No,7,1,360
F,17,1,92,No,8,0,670
F,18,4,80,No,9,0,630
F,19,7,73,Yes,6,1,640
F,16,2,56,No,4,0,290
F,16,2,64,Yes,6,8,410
M,15,1,95,No,6,1,700
M,16,2,81,Yes,9,2,570
M,19,7,45,No,8,8,360
M,19,9,70,No,7,4,670
M,16,6,44,No,6,7,290
M,14,2,79,No,6,6,580
M,14,9,79,No,6,5,770
F,15,7,69,Yes,4,1,600
M,14,1,44,No,6,3,160
F,16,9,51,No,6,8,500
M,14,2,46,Yes,8,6,250
M,19,4,84,No,6,2,680
F,15,9,52,No,9,5,520
M,19,4,88,No,9,7,720
F,16,3,43,No,6,7,210
F,17,1,89,No,9,7,630
M,19,7,81,Yes,8,7,740
F,16,6,42,No,4,9,240
M,18,4,51,Yes,9,5,330
F,19,6,40,No,9,9,290
F,18,6,66,No,7,2,530
M,14,4,82,Yes,8,8,680
F,16,6,89,No,9,2,750
M,14,8,52,No,4,3,410
F,14,3,56,Yes,7,9,340
F,17,4,47,No,6,0,290
M,18,1,71,No,8,1,440
F,14,4,59,Yes,9,5,420
M,16,9,90,Yes,6,0,900
F,17,8,56,No,8,8,520
F,19,4,73,No,7,7,550
F,16,7,74,No,9,1,630
M,15,3,74,Yes,4,1,560
F,19,9,77,Yes,8,7,760
F,16,4,81,No,4,7,620
F,15,2,63,No,6,0,390
F,15,5,93,No,6,4,780
M,17,2,57,Yes,7,1,350
M,14,6,89,Yes,7,0,740
F,16,1,85,Yes,5,2,580
M,15,6,87,No,5,2,720
F,19,4,78,No,7,9,620
F,19,3,72,No,9,8,520
M,15,2,88,Yes,6,9,650
M,16,7,62,No,4,0,500
F,18,9,64,Yes,7,1,610
F,16,3,76,No,9,8,570
F,18,6,66,Yes,4,4,510
F,15,9,40,No,5,8,370
M,15,2,60,No,4,5,400
F,15,7,98,Yes,7,9,910
M,15,5,88,No,6,9,770
F,14,5,49,Yes,7,2,310
M,16,7,70,No,8,7,610
F,18,9,83,No,9,8,850
M,18,4,64,No,9,1,470
F,17,9,59,Yes,9,8,570
F,18,9,96,No,8,3,950
M,16,4,41,Yes,8,7,230
F,17,3,94,No,6,4,740
M,14,2,87,No,9,5,670
M,15,9,54,Yes,7,3,520
F,19,2,67,No,8,4,500
F,16,6,52,No,7,0,380
M,17,5,89,Yes,5,2,760
F,18,5,99,Yes,9,3,880
F,19,4,91,No,8,0,730
M,16,6,93,Yes,8,2,810
F,19,5,53,Yes,6,3,410
M,18,4,89,No,7,8,720
M,15,9,41,Yes,6,2,390
F,16,6,73,Yes,6,2,620
M,18,3,74,No,7,3,540
F,18,6,76,Yes,5,8,680
M,19,1,64,Yes,7,8,400
M,17,5,87,No,5,0,720
F,17,6,93,No,6,7,830
F,14,8,54,Yes,5,9,490
M,16,9,51,No,9,0,470
M,14,3,48,Yes,5,1,270
F,18,2,97,Yes,5,9,760
F,17,4,70,Yes,8,4,550
F,17,8,53,Yes,8,5,490
F,15,8,68,No,6,1,690
F,15,3,92,No,7,9,720
M,17,4,87,Yes,5,4,660
M,15,3,82,No,9,2,620
